,Address,ITM_E,ITM_N,Geo Co-ordinates
281,"Lisbabe, Barraduff, Killarney, kerry",491192,640370,POINT (-9.602715272306074 52.50385312135638)
282,"Coolnacallaigh, Farranfore, kerry",495613,602884,POINT (-9.525981260904734 52.16789593224378)
283,"Boolacullane, Farranfore, kerry",494264,601066,POINT (-9.545127986694359 52.15130367394254)
284,"Ballymacdonnell, Farranfore, kerry",496472,607224,POINT (-9.514753654131438 52.20705495825262)
285,"Farran, Dingle, kerry",444869,600379,POINT (-10.26611327296195 52.1334745227066)
286,"Fossa, Killarney, kerry",491456,591937,POINT (-9.583236016130421 52.06873167894619)
287,"Scott Street, East Avenue Road / College Street, Killarney, kerry",495613,602884,POINT (-9.525981260904734 52.16789593224378)
288,"Straffan Road, Maynooth, kildare",693661,737030,POINT (-6.592409558812937 53.37514282190008)
289,"Maddenstown South, Nurney, kildare",672832,707491,POINT (-6.912121168038184 53.11300190564896)
290,"Cloneygath, , Monasterevin, kildare",662811,709137,POINT (-7.061457249066961 53.12906652816022)
291,"Kilberry, Athy, kildare",665168,699801,POINT (-7.028135446180146 53.04489022785678)
292,"Lackagh, Monasterevin, kildare",678436,823352,POINT (-6.799232493158364 54.15316861969038)
293,"Tamarisk, Hazelhatch, Celbridge, kildare",698671,731238,POINT (-6.518948278249036 53.32219663022175)
294,"Kilheale Manor, Hartwell Road, Kill, kildare",692654,722760,POINT (-6.61170482228682 53.24711386521356)
295,"The Square, Kilcock, kildare",687614,738448,POINT (-6.682866898960798 53.38891963749614)
296,"Ballydun, Rathmoyle, kilkenny",643389,656944,POINT (-7.358605278248712 52.66193966907039)
297,"barrack street, castlecomer, kilkenny",652827,673686,POINT (-7.216407990024543 52.81156319246357)
298,"Clonmore, Mooncoin, kilkenny",658061,736758,POINT (-7.127387536727144 53.37780790591862)
299,"Sion Road, Lavistown, kilkenny",655034,651555,POINT (-7.187378757905013 52.61245166911024)
300,"Graiguefulla, Clonaslee, laois",629651,709737,POINT (-7.556864197685209 53.13733322220118)
301,"Coolroe, Ballybrittas, laois",659258,636986,POINT (-7.127615699337944 52.48107441505147)
302,"Monavea, Crettyard, laois",662524,676222,POINT (-7.072104317007572 52.83331641024216)
303,"High Street, Ballinamore, leitrim",610787,811385,POINT (-7.835270161575465 54.05150983988736)
304,"Ruppulagh, Glenroe, limerick",571683,621223,POINT (-8.415563618236806 52.34187659989128)
305,"Lisnagry, Lisnagry, limerick",565035,659752,POINT (-8.517171682571659 52.68778526231434)
306,"Block B, City East Plaza, Towlerton, Ballysimon, Limerick, limerick",702657,642399,POINT (-6.487226060435095 52.52327599218821)
307,"Ballyblake, Grange, Kilmallock, limerick",561487,714143,POINT (-8.576102243341161 53.1763624137315)
308,"Cloghadoolarty North, Fedamore, limerick",561113,645705,POINT (-8.573526756324629 52.56126957790435)
309,"MITCHELSTOWNDOWN WEST, KNOCKLONG, limerick",572056,628839,POINT (-8.410724421215059 52.41034964948625)
310,"Dromlohan, kilcornan, limerick",539391,652488,POINT (-8.895101175717976 52.62024324037209)
311,"Crowdrumman, Drumlish, longford",617952,788021,POINT (-7.727226785192856 53.84136323270299)
312,"Meadow Side, Baltray, louth",700747,795264,POINT (-6.467105188656862 53.89697401999561)
313,"RATHESCAR NORTH, DUNLEER, louth",702054,787544,POINT (-6.449792996179754 53.82737092286527)
314,"CASTLELUMNY, DUNLEER, louth",702735,784597,POINT (-6.440436058507975 53.8007642705044)
315,"Mill Lane, Castlebar, mayo",511244,799206,POINT (-9.351651330446847 53.93457765877444)
316,"Knocksbarrett, Ballina, mayo",521750,820133,POINT (-9.197086397925542 54.12427823044636)
317,"Castle Rd., Ballina, mayo",572840,673176,POINT (-8.40284170679292 52.80888238876684)
318,"Rockfield, Turlough,, Castlebar, mayo",511244,799206,POINT (-9.351651330446847 53.93457765877444)
319,"Clooneshil, Newport, mayo",500748,793910,POINT (-9.509718231582161 53.88509927351372)
320,"Arodstown, Summerhill, meath",688259,750202,POINT (-6.669878562804538 53.49441451352712)
321,"Clondoogan , Summerhill, meath",681930,748524,POINT (-6.765673349352549 53.48036152445533)
322,"Smithstown, Julianstown, meath",712216,771341,POINT (-6.301386590257255 53.6797365487345)
323,"Glenard, Kilbride, meath",644075,932682,POINT (-7.308734405042007 55.13952168750563)
324,"Grange and Creroge, Kilmessan, meath",688122,755192,POINT (-6.67053979192675 53.53926887416419)
325,"Shanco, Ballivor, meath",676546,806615,POINT (-6.832387638534336 54.00308929185635)
326,"Corballis, Ratoath, meath",701929,770269,POINT (-6.457387608395758 53.67221333613158)
327,"Smithstown, Julianstown, meath",712216,771341,POINT (-6.301386590257255 53.6797365487345)
328,"Church Road, Ardcath, meath",705188,765335,POINT (-6.409754834823106 53.62724588937241)
329,"Ballygreany Td, Clontibret, monaghan",674819,827352,POINT (-6.853598888141871 54.18964351212419)
330,"Feahoe, Coolderry, monaghan",685157,796069,POINT (-6.704014720950741 53.90699978528123)
331,"DERRYNAGALL OR BALLYDALY, Tullamore, offaly",624465,722747,POINT (-7.633371150472769 53.25451689537456)
332,"Arden Rd, Tullamore, offaly",624465,722747,POINT (-7.633371150472769 53.25451689537456)
333,"Church Avenue, Tullamore, offaly",624465,722747,POINT (-7.633371150472769 53.25451689537456)
334,"SCREGG, KNOCKCROGHERY, roscommon",591386,797397,POINT (-8.131150229276106 53.92585547953637)
335,"Enfield, Ballintubber, roscommon",575491,774719,POINT (-8.371345283707823 53.72156255752425)
336,"Hawthorn Lodge, Knocknahur South, sligo",569339,818185,POINT (-8.468909243033416 54.11181280669435)
337,"Abbeytown, Ballisodare, sligo",564869,829503,POINT (-8.538586379929008 54.21322269676747)
338,"Tullow, Newport, tipperary",572637,661852,POINT (-8.404907638784875 52.70709659988151)
339,"Ballyduff, Thurles, tipperary",600631,704667,POINT (-7.990579481434592 53.0925918445791)
340,"Goldengrove,, Drombane, Thurles, tipperary",573172,648517,POINT (-8.395907255991522 52.58727139934373)
341,"Bauraglanna, Lackabrack, Killoscully, Newport, tipperary",577877,668883,POINT (-8.327843390539991 52.77052856638831)
342,"Corbally, Thurles, tipperary",598921,581332,POINT (-8.015708237292184 51.98403687831237)
343,"Grantstown, Kilfeakle, tipperary",596154,639494,POINT (-8.056652549752972 52.50681955144042)
344,"Ballymacarbry Upper, Ballymacarbry , waterford",616786,615519,POINT (-7.75394077044721 52.29108065837459)
345,"Mitchel St, Dungarvan, waterford",619338,605000,POINT (-7.717134344941401 52.19644680365045)
346,"GARRYNAGEERAGH EAST, DUNGARVAN, waterford",619338,605000,POINT (-7.717134344941401 52.19644680365045)
347,"Flowerhill, Ballyduff Upper, waterford",598627,599985,POINT (-8.020063332613811 52.1517057241815)
348,"Ballintlea , Lemybrien, waterford",629183,601480,POINT (-7.573433490582075 52.16437438986988)
349,"Calverstown, Dalystown, westmeath",640930,742146,POINT (-7.384134872537917 53.42783041603458)
350,"Calliaghstown, Ballymahon, westmeath",617997,752046,POINT (-7.728629022413184 53.51807878957766)
351,"Attyconnor, kilbeggan, westmeath",633257,736443,POINT (-7.500184491436911 53.37711987614851)
352,"Newdown, the downs, mullingar, westmeath",636917,753182,POINT (-7.443217580542209 53.5272993230716)
353,"Ardcavan, Wexford, wexford",705908,624046,POINT (-6.445154756137849 52.35775275422031)
354,"St. Leonards, Ballycullane, New Ross, wexford",679127,614399,POINT (-6.840494919906162 52.27557712775632)
355,"Ballyhackbeg, New Ross, wexford",681312,612252,POINT (-6.809001103010415 52.25596414538322)
356,"KILLANN, RATHNURE, wexford",685641,642270,POINT (-6.737937742791757 52.52505572052083)
357,"Shrule, Cahore, wexford",718955,646252,POINT (-6.245789831293693 52.55457866346003)
358,"Knockduff, Ballindaggin, Enniscorthy, wexford",693539,635742,POINT (-6.623415962308971 52.46509952997985)
359,"Knockroe, Ardamine, Courtown, wexford",718053,659487,POINT (-6.254360867417266 52.67367655733795)
360,"Aldridge, Duncannon, wexford",674908,607469,POINT (-6.90384228610042 52.21388833320569)
361,"Corah, Ferns, wexford",697339,649656,POINT (-6.563437143132665 52.58945786233976)
362,"Firenze, Templecarrig, Delgany, wicklow",726572,713051,POINT (-6.107599149634821 53.15290610707143)
363,"kilahurler, Arklow, wicklow",706700,695550,POINT (-6.410374540773367 53.00002906520766)
364,"Soldiers Road, Bray, wicklow",706700,695550,POINT (-6.410374540773367 53.00002906520766)
365,"Bahana King, Ballinaclash, Rathdrum, wicklow",716175,684898,POINT (-6.273099224604624 52.90236724839536)
366,"Quinnsboro Road, Bray, wicklow",706700,695550,POINT (-6.410374540773367 53.00002906520766)
367,"Raheen, Roundwood, wicklow",707069,733057,POINT (-6.392332161326382 53.33690647611967)
368,"Ballinameesda Lr., Kilbride,, Wcklow, wicklow",706700,695550,POINT (-6.410374540773367 53.00002906520766)
369,"Johnstown, Bennekerry, carlow",677823,740580,POINT (-6.829497151013151 53.40960845178299)
370,"Ryefield, Virginia, cavan",662392,782366,POINT (-7.053190777953666 53.78711842898112)
371,"Carrick Beag, Drumalee, Cavan, cavan",642368,805822,POINT (-7.353788790799875 53.99989713070987)
372,"Ballycullen, Sixmilebridge, clare",550144,668177,POINT (-8.738687779562492 52.76233639845856)
373,"Woodcock Hill, Meelick, Woodcock Hill, Meelick, clare",532512,796945,POINT (-9.027331776705154 53.91747122377659)
374,"Marble Hall Park, Douglas, cork",571371,567600,POINT (-8.415637618179607 51.85986544862972)
375,"Cove Hill, Baltimore, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
376,"Walshtown More, Dungourney, cork",588527,579288,POINT (-8.166956900483243 51.96554602087146)
377,"Currymount, Buttevant, cork",549233,610006,POINT (-8.743313679889159 52.23944280208276)
378,"Moneyvollahane, Castlehaven, cork",515118,533257,POINT (-9.223829813290166 51.54549327952285)
379,"Spur Hill, Doughcloyne, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
380,"Clonmel Road, Mitchelstown, cork",583030,612205,POINT (-8.248589673593827 52.26128721217192)
381,"Forest Hill, Carrigaline, cork",575445,558776,POINT (-8.355866905138653 51.78073986560651)
382,"Ballynora, Waterfall, cork",560327,567722,POINT (-8.575981577077489 51.86028641771941)
383,"Brahalish, Durrus, Bantry, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
384,"Myrtleville, Crosshaven, cork",578903,558945,POINT (-8.305762439628342 51.78240004302502)
385,"Cosheen, Schull, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
386,"Church Road, Ballycotton, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
387,"Chapel Road, Kilworth, cork",583086,604752,POINT (-8.247396720831594 52.1942972965746)
388,"Ballea Road, Carrigaline, cork",575445,558776,POINT (-8.355866905138653 51.78073986560651)
389,"Stralongford, Drumkeen, donegal",606791,816687,POINT (-7.896174700023129 54.09922070716156)
390,"Front Street, Ardara, donegal",577283,890186,POINT (-8.35293946337843 54.75916228121674)
391,"Aghaveagh, Ballybofey, donegal",606911,894266,POINT (-7.892530065278415 54.79628601752935)
392,"Red Gate House, Fawn, Malin, donegal",596653,804047,POINT (-8.05103186076829 53.98567319037307)
393,"Conlin Road, Killybegs, donegal",571675,878670,POINT (-8.438946039634111 54.65541066333495)
394,"Glasserchoo, Gortahork, donegal",586260,932087,POINT (-8.21547517374273 55.13594570571325)
395,"Mc Cabe Villas, Booterstown, dunlaoghaire_rathdown",0,0,POINT (-15.81731430345824 46.48818143343195)
396,"Coole Demesne, Gort, galway",543934,704545,POINT (-8.83696761114976 53.08855302096914)
397,"Doon, Moycullen, galway",516559,692151,POINT (-9.242335724959007 52.97361466049797)
398,"Cloonoon, Shragh, Woodford, galway",571329,699231,POINT (-8.427553275295832 53.04296872504533)
399,"Forramoyle East, Barna, galway",521610,724056,POINT (-9.174941124276405 53.26105567919834)
400,"farramoyle west, barna, galway",525246,724992,POINT (-9.120674868453044 53.26999045389894)
401,"Grallagh, Kylebrack, galway",528869,773542,POINT (-9.077370447395053 53.70671689914004)
402,"Galway Road, Portumna, galway",581922,705333,POINT (-8.269931439699997 53.09827171483226)
403,"Doon, Moycullen, galway",516559,692151,POINT (-9.242335724959007 52.97361466049797)
404,"Ballaghlea, Ballygar, galway",537171,736739,POINT (-8.944257815959372 53.37709193607544)
405,"Main Street, Caherdaniel, kerry",455431,560471,POINT (-10.09515907811889 51.77784449948157)
406,"Gortacloghane, Listowel, kerry",499870,625993,POINT (-9.47063002502372 52.37633288261605)
407,"Muckross Road, Killarney , kerry",495613,602884,POINT (-9.525981260904734 52.16789593224378)
408,"John B. Keane Rd, Listowel, kerry",495613,602884,POINT (-9.525981260904734 52.16789593224378)
409,"Billerough, Listowel, kerry",495613,602884,POINT (-9.525981260904734 52.16789593224378)
410,"Dawros, Kenmare, kerry",487599,567052,POINT (-9.6313327137877 51.84436147810342)
411,"Kilmurry, Kenmare, kerry",491224,572598,POINT (-9.580489473218057 51.89491421077489)
412,"Moyglare Road, Maynooth, kildare",693661,737030,POINT (-6.592409558812937 53.37514282190008)
413,"Ballinakill, Broadford, kildare",646482,680518,POINT (-7.309543257241575 52.87354664385284)
414,"clonsast, kilcock, kildare",687790,737337,POINT (-6.680530486739904 53.37890866243679)
415,"Kildangan Stud, Monasterevin, kildare",662811,709137,POINT (-7.061457249066961 53.12906652816022)
416,"Kilmacar, Ballyragget, kilkenny",649016,669101,POINT (-7.273618737621267 52.77071730202479)
417,"Sart, Freshford, kilkenny",640938,662171,POINT (-7.394184985446049 52.70910748874049)
418,"Clonmore, Mooncoin, kilkenny",658061,736758,POINT (-7.127387536727144 53.37780790591862)
419,"Clashwilliam, Gowran, kilkenny",660126,652008,POINT (-7.112118336176144 52.61598317791083)
420,"Kilgorey, Crettyard, laois",641157,693531,POINT (-7.386986897486118 52.99092850625499)
421,"Tooma, Cloone, leitrim",614955,801726,POINT (-7.772095226700731 53.96461144125744)
422,"KILSCANNEL, ARDAGH, limerick",525818,638984,POINT (-9.092498248723926 52.49720584059318)
423,"Camas North, Bruff, limerick",559906,637735,POINT (-8.590366045635836 52.48955006956103)
424,"Cappagh, Cappagh, limerick",587694,710456,POINT (-8.183943930142778 53.14447748264088)
425,"Ballycummin, Raheen, limerick",554983,652128,POINT (-8.664802226622458 52.6185237044968)
426,"Tomdeely North, Askeaton, limerick",532141,651772,POINT (-9.002008662554362 52.61295151940633)
427,"Ardagh, Ardagh, longford",611684,806882,POINT (-7.821745164588916 54.01102702140852)
428,"Clermont Park, Haynestown, louth",700747,795264,POINT (-6.467105188656862 53.89697401999561)
429,"Inver , Barnatra, mayo",478287,834826,POINT (-9.867613519962605 54.24778889741154)
430,"Rausakeera South, , kilmaine, mayo",525281,761328,POINT (-9.128768783117014 53.59647662942351)
431,"Carrowclogher, Ballyhane,, Castlebar, mayo",511244,799206,POINT (-9.351651330446847 53.93457765877444)
432,"Clooninshin, Meelick,, Swinford, mayo",511244,799206,POINT (-9.351651330446847 53.93457765877444)
433,"Farranmorgan, Ballina, mayo",528747,821061,POINT (-9.090286048859785 54.13363226335585)
434,"Bellew, Rathfeigh, meath",698996,762793,POINT (-6.50413769498181 53.6056167592947)
435,"Kilbride Road, Kilbride, meath",685041,665834,POINT (-6.740712386536816 52.73689227435636)
436,"Kiltale, Dunsany, meath",688379,754309,POINT (-6.666912927872672 53.53129266111323)
437,"Cloneylogan, , Kildalkey, meath",672716,757501,POINT (-6.902375203300285 53.56237290534121)
438,"Killygavana, Tydavnet, Co. Monaghan, Tydavnet, monaghan",666179,824960,POINT (-6.986485044462905 54.16934010124003)
439,"Main Street, Ballyleague, roscommon",575243,781713,POINT (-8.375663064850881 53.78439976874244)
440,"Ballincar, Ballincar, sligo",567308,838813,POINT (-8.502211578202511 54.29703632937454)
441,"Rinroe, Grange, sligo",532937,691512,POINT (-8.998400113541114 52.97017047494792)
442,"Ballyheen, Templemore, tipperary",607551,671860,POINT (-7.888031285473866 52.79768531534653)
443,"Cragg House, Melview, Clonmel, tipperary",599651,652230,POINT (-8.005154260002385 52.62130565142074)
444,"Ballysaggart Beg (West), Lismore, waterford",619338,605000,POINT (-7.717134344941401 52.19644680365045)
445,"Clonea Road, Dungarvan, waterford",619338,605000,POINT (-7.717134344941401 52.19644680365045)
446,"Twig Bog, Cappoquin, waterford",610469,603408,POINT (-7.846913652778806 52.18237652181828)
447,"Kockane, Annestown, waterford",648252,601378,POINT (-7.294735679117678 52.16212054129652)
448,"Blackhall Street, Mullingar, westmeath",636917,753182,POINT (-7.443217580542209 53.5272993230716)
449,"Syonan, Moate, westmeath",627376,740093,POINT (-7.588250121380836 53.41025835790018)
450,"Templeshannon, Enniscorthy, wexford",697609,640009,POINT (-6.562289425417251 52.50272822032908)
451,"Ballymurn Upper, Kilmallock, wexford",703757,632973,POINT (-6.473956383400485 52.43837469005542)
452,"Ballygarrett, Ballygarrett, wexford",719896,648514,POINT (-6.231102643619393 52.57469371855232)
453,"Ralphtown, Bridgetown, wexford",696207,610778,POINT (-6.591315617188482 52.24031698714413)
454,"Furnace Glen, Ballinaclash, Rathdrum, wicklow",716175,684898,POINT (-6.273099224604624 52.90236724839536)
455,"Seapoint Road , Bray , wicklow",706700,695550,POINT (-6.410374540773367 53.00002906520766)
456,"Pollabane, Cavan, cavan",643049,799616,POINT (-7.344278755499238 53.94407750351894)
457,"Dun Muire, Woodview, Douglas, cork",596048,591825,POINT (-8.057654951715786 52.07834469293196)
458,"Felane Middle, Castletownbere, cork",471742,547516,POINT (-9.854146448919733 51.66542203774271)
459,"Main Street, Carrigtoohil, cork",547502,582101,POINT (-8.764354359242114 51.98847035436266)
460,"Glenmore, Cooneys Lane, Grange, Douglas, cork",571631,674874,POINT (-8.420920687621953 52.82408092955811)
